Arable land,Paddy yield,Milled production,Rice exports,Fertilizer usage,Rice area,Paddy Production,Rice imports,Total rice consumption,GDP,Population
4397,5.85,5197.26,22.71,335.17,1665,9740,704.35,6410.36,34831,127718000
4379,6.42,5822.91,48.42,353.68,1701,10912,661.86,6407.68,37697,127761000
4360,6.65,6052.36,12.05,347.97,1706,11342,786.09,6448.41,37224,127773000
4343,6.34,5706.85,22.57,332.83,1688,10695,606.12,6335.46,35464,127854000
4326,6.51,5812.24,18.6,350.47,1673,10893,642.55,6392.33,35342,128001000
4308,6.78,5884.94,40.47,278.23,1627,11028.75,595.72,6169.81,39453,128063000
4294,6.52,5652.16,16.94,239.59,1624,10592,670.15,6082.24,41014,128047000
4282,6.51,5705.52,38.23,261.45,1628,10604,664,6193.48,44674,128070000
4254,6.66,5713.52,25.18,260.73,1576,10500,741.69,6069.11,48169,127833000
1800,1.45,1822.24,31.11,1.74,1880,2732,17.64,1403.24,136,7139647
1800,1.38,1285.31,8.2,1.28,1399,1927,58.1,1330.06,69,7302111
1800,1.29,700.35,,1.11,811,1050,105.35,1261.88,94,7449238
1850,1.14,423.54,,0.76,555,635,200,1240.31,78,7533336
1850,1.2,720.36,,0.05,900,1080,80,1061.23,96,7524447
1900,1.1,733.7,,0.05,1000,1100,,1010.59,103,7404684
1900,1,667,,0,1000,1000,,987.62,96,7196042
1950,1,667,,0,1000,1000,,1005.84,106,6957265
1950,0.7,358.85,,0,774,538,200,1014.27,103,6770396
2000,1.19,1145.24,,4.05,1440,1717,138.5,1082.01,107,6693764
2000,1.13,993.83,26.42,9.5,1317,1490,131.6,1135.13,116,6749847
2030,1.21,1299.98,,5.37,1615,1949,145.4,1244.4,120,6919801
2040,1.26,1360.01,,2.35,1612,2039,71.5,1331.91,126,7169997
2040,1.29,840.42,1,0.83,978,1260,100,1349.47,132,7447853
2300,1.25,1208.6,3.94,0,1450,1812,55,1392.89,137,7714880
2600,1.38,1396.03,,0,1520,2093,80,1407.23,26,7960949
3000,1.32,1210.6,,0.2,1370,1815,80,1563.21,17,8198082
3450,1.37,1667.5,,0.03,1825,2500,105,1615.59,33,8435912
3685,1.44,1782.22,,0.08,1861,2672,38.4,1678.64,40,8691334
3695,1.35,1667.5,,1.11,1855,2500,25.8,1782.67,100,8975597
3700,1.4,1600.8,,1.54,1719,2400,20,1937.7,216,9289299
3700,1.32,1481.41,,2.97,1685.4,2221,81,1932.48,252,9623889
3716,1.31,1589.69,,3.93,1823.62,2383.35,84,2023.48,242,9970733
3700,1.49,1483.07,,2.86,1494.6,2223.5,51,2090.32,265,10317899
3700,1.79,2299.68,,2.65,1924,3447.8,81,2242.28,320,10656138
3700,1.81,2270.47,5.62,2.11,1879,3404,25.97,2096.02,316,10982917
3700,1.77,2277.75,3.6,5.92,1928.69,3414.92,27.6,2135.75,302,11298600
3700,1.79,2341.08,0.7,2.06,1962.57,3509.87,62.02,2300.31,268,11600508
3700,1.94,2695.28,3.44,0,2079.44,4040.9,53.73,2387.14,294,11886458
3700,2.12,2685.4,6.37,0,1903.16,4026.09,62.55,2460.65,300,12155239
3700,2.07,2734.04,7.02,0,1980.3,4099.02,45.96,2401.13,320,12405408
3700,1.92,2549.61,3.85,5.83,1994.64,3822.51,68.74,2440.66,338,12637727
3700,2.1,3142.21,2.28,3.86,2242.04,4710.96,62.16,2475.13,361,12856163
3700,1.98,2781.58,5.18,5.36,2109.05,4170.28,75.64,2401.64,406,13066469
3700,2.48,3992.8,2.32,8.11,2414.5,5986.2,40.21,4060.81,471,13273354
3800,2.49,4178.17,5.23,7.79,2516.42,6264.12,32.92,4138.1,536,13477709
3800,2.62,4486.91,2.98,8.75,2566,6727,48.9,4759.8,628,13679962
3900,2.75,4786.04,5.54,7.25,2613.36,7175.47,27.6,4840.78,742,13883834
3900,2.84,5059.77,17.22,9.58,2674.6,7585.87,19.79,5067.84,735,14093604
4000,2.97,5499.63,51.18,11.51,2776.51,8245.32,70.99,5509.06,782,14312212
4000,2.96,5855.59,174.04,15.47,2968.53,8779,19.32,5716.93,878,14541423
7900,1.75,233.45,,2.59,200,350,3,236.44,160,11475445
7910,1.9,266.8,,3.68,210,400,,266.8,135,11791215
7910,2,280.14,,3.11,210,420,,280.14,143,12108963
7910,2,280.14,,4.29,210,420,,280.14,174,12412950
7910,2.07,290.14,,4.6,210,435,,290.14,187,12689160
7910,2.13,298.82,,5.59,210,448,0.01,298.83,197,12943093
7910,1.9,266.8,,6.86,210,400,2,268.79,224,13171306
7910,2.04,285.48,,6.79,210,428,3,288.46,247,13341198
7910,2.13,292.81,,6.29,206,439,11,303.76,276,13411056
7910,2.17,276.8,,6.46,191,415,13.5,290.24,273,13356511
7910,2.24,260.13,,5.78,174,390,18,278.05,264,13171673
7910,2.2,242.79,,6.67,165.5,364,2,244.78,267,12882528
7910,2.26,233.45,,7.15,155,350,10,243.4,271,12537730
7910,2.24,222.78,,9.18,149,334,,222.78,275,12204292
7910,2.25,211.44,,9.22,141,317,,211.44,278,11938208
7910,2.24,224.11,,8.51,150,336,3.41,227.51,283,11736179
7910,2,216.11,,9.99,162,324,4.54,220.63,249,11604534
7910,1.91,228.78,,7.05,180,343,1.25,230.03,229,11618005
7910,1.88,213.44,,7.03,170,320,4.46,217.88,282,11868877
7910,1.9,222.11,,5.63,175,333,5,227.09,292,12412308
7910,1.94,223.44,,6.14,173,335,1,224.44,251,13299017
7910,1.71,200.1,,5.79,175,300,76,275.76,240,14485546
7824,1.71,200.1,,5.11,175,300,45,244.9,168,15816603
7703,1.9,228.11,,0,180,342,60,287.85,124,17075727
7653,2.29,260.13,,0,170,390,90,349.73,179,18110657
7647,1.94,226.78,,0.65,175,340,56.4,282.93,166,18853437
7685,2.22,266.8,,0.65,180,400,91,357.39,156,19357126
7757,2.5,300.15,,0.9,180,450,78,377.8,148,19737765
7653,2,186.76,,0.65,140,280,106,292.29,135,20170844
7683,2,173.42,,0.65,130,260,220,392.43,170,20779953
7683,2,161.41,,2.39,121,242,272,432.2,116,21606988
7678,2.87,258.8,,3.4,135,388,218,475.82,197,22600770
7772,2.99,289.48,,3.27,145,434,205.5,494.06,197,23680871
7816,2.37,308.82,,4.54,195,463,143.72,451.89,214,24726684
7805,3.03,323.5,,4.24,160,485,156.07,478.87,248,25654277
7794,3.38,360.18,,6.29,160,540,223.83,583.01,270,26433049
7794,3.25,368.18,,3.62,170,552,125.96,493.58,321,27100536
7794,3.22,408.2,,2.99,190,612,124.62,532.27,377,27722276
7793,3.22,430.22,,4.52,200,645,29.25,459.33,431,28394813
7793,3.23,448.22,,4.26,208,672,40.4,488.45,532,29185507
7791,3.2,448.22,,6.33,210,672,73.44,521.33,602,30117413
7790,2.44,333.5,,4.6,205,500,124.62,463.2,661,31161376
7785,2.5,341.57,,5.07,205,512.09,99.59,460.57,636,32269589
15581,3.04,697.68,0.18,11.36,344,1046,60.49,761.54,469,29281591
16227,3.18,800.4,0.22,12.36,377,1200,91.87,897.44,570,30075297
16901,3.07,889.78,5.67,19.44,434,1334,11.69,895.7,876,30905707
16370,3.01,875.77,0.16,20.31,436,1313,191.46,1077.43,1454,31786471
15850,3.1,953.81,2.24,21.2,461,1430,286.15,1253.64,1582,32729772
15330,3.79,1044.72,0.33,22.27,413.35,1566.3,260.04,1318.56,2017,33733961
14969,3.47,933.63,0.08,27.28,403.79,1399.75,589.9,1555.35,2316,34803045
14192,3.95,1018.72,0.02,21.98,386.2,1527.31,271.42,1270.05,2169,35960805
15194,3.27,832.52,,31.11,381.39,1248.16,335.6,1144.34,2427,37237137
12981,2.84,874.14,,47.24,462.18,1310.55,364.76,1214.88,2380,38650246
13550,3.54,1082.99,0.16,50.56,459.11,1623.67,538.27,1590.22,2485,40199906
14141,3.32,1070.64,,63.42,483.14,1605.15,388.84,1430.9,3007,41869236
14400,2.83,810.79,,72.08,429.45,1215.58,559.55,1329.05,3538,43636837
14650,3.36,989.81,,63.19,441.55,1483.98,538.45,1500.71,3495,45472791
14900,3.71,1184.65,,60.72,478.59,1776.08,492.51,1646.9,3777,47347186
15150,3.79,1189.88,,60.1,471.03,1783.93,429.85,1591.12,4223,49260255
15400,3.42,1202.79,,61.45,526.96,1803.28,731.01,1884.12,5465,51193782
15580,3.04,946.02,,65.85,467.23,1418.32,188.67,1121.31,6138,53077313
15400,3.57,1236.63,,82.58,518.99,1854.01,794.14,1973.34,7129,54822003
15190,3.78,1321.34,,76.43,524.27,1981.02,558,1838.23,10556,56366217
16681,4.05,1571.85,,68.88,582.32,2356.6,574.28,2113.16,5418,57679034
16969,3.96,1574.21,,79.55,596.04,2360.14,849.45,2361.1,872,58780370
17332,3.88,1521.27,,51.99,588.47,2280.77,1042.66,2487.14,1131,59723764
17337,4.01,1506.73,0.13,57.91,563.38,2258.97,433.4,1907.91,1413,60590614
17388,4.07,1534.7,,58.5,565.58,2300.9,1469.7,2896.18,1955,61442664
17097,4.47,1790.74,,63.13,600.33,2684.77,1035,2749.52,2620,62294920
16502,4.17,1567.53,0.23,73.15,563.21,2350.12,573.75,2098.15,3041,63136312
16837,4.51,1847.97,0.01,75.31,614.96,2770.57,568.16,2373.38,3364,63971836
16337,4,1566.28,0.42,81.43,587.15,2348.24,766.8,2274.14,4388,64800880
14924,3.69,1314.96,0.42,93.38,534.33,1971.46,1016.52,2255.11,5698,65623405
15861,3.87,1327.48,0.28,83.58,514.79,1990.22,700.53,1974.79,5120,66449112
16029,4.73,1926.3,0.21,78.74,611,2888,868.98,2844.22,1957,67284796
16197,4.76,1955.07,0.31,80.29,615.28,2931.14,945.73,2951.04,2273,68122938
16365,4.16,1695.81,0.18,103.75,611.45,2542.44,984.45,2733.75,2734,68951281
16533,4.36,1825.47,0.92,95.05,628.1,2736.84,1162.88,3049.01,3288,69762347
16701,4.14,1742.32,0.76,113.96,630.56,2612.18,1249.47,3052.14,3835,70554760
16869,4.33,1777.05,10.6,90.04,615.91,2664.24,1009.41,2823.14,4929,71336475
15545,4.14,1456.7,1.94,99.85,526.92,2183.96,1199.14,2719.82,5621,72120604
15411,4.21,1503.03,0.54,77.78,535.81,2253.42,802.85,2355.19,5609,72924837
15278,5.35,2009.5,0.24,59.18,563.52,3012.74,1132.22,3204.83,6505,73762519
15144,3.57,1831.96,0.11,30.37,530,1893.01,1125.6,3020.95,7681,74634956
4848,2.81,204.57,0,4.18,109.08,306.7,96.72,209.34,377,10255850
5000,2.85,178.76,0,4.53,94,268,33.31,212.42,388,10599668
5000,2.45,104.47,,5.73,63.96,156.62,15.98,216.62,469,10950888
5100,2.21,46.22,0,6.75,31.42,69.29,197.93,220.98,1018,11312062
5100,2.03,40.38,,6.41,29.88,60.54,151.2,213.39,1152,11684590
5100,3.12,108.96,,8.43,52.41,163.36,194.29,263.98,1471,12068676
5100,3.14,132.89,,10.63,63.48,199.24,235,319.86,1592,12462070
5200,3.14,114.72,,11.28,54.72,172,290,337.06,1848,12860680
5250,2.69,105.25,,19.43,58.7,157.8,320,408.43,2852,13259113
5250,3.01,111.32,,17.58,55.45,166.9,400,439.77,3912,13653354
5250,2.98,108.19,,14.63,54.5,162.2,350,461.9,2736,14044117
5250,2.84,108.99,,15.28,57.62,163.4,370,482.92,2951,14432468
5250,2.26,73.7,2.75,16.74,48.9,110.5,440,515.59,2740,14815656
5250,2.78,72.5,0.07,29.49,39.15,108.7,510,587.84,3081,15190393
5250,2.83,99.32,,34.38,52.52,148.9,500,604.62,3104,15555800
5250,2.81,94.18,,37.37,50.2,141.2,550,650.01,2962,15909762
5250,2.8,130.66,0.77,41.47,70,195.9,524,689.77,3482,16257070
5300,2.79,93.78,1.5,44.85,50.48,140.6,603,701.66,3762,16612322
5000,3.19,154.61,1.7,43.08,72.75,231.8,542,733.99,3862,16994948
5000,2.89,152.61,0.55,41.4,79.2,228.8,380,670.49,10327,17419113
5400,2.2,126.13,,24.94,85.92,189.1,300,520.27,334,17889459
5300,1.89,120.06,,39.62,95,180,450,554.62,384,18402734
5600,1.87,137.4,,62.14,110,206,655,577.01,266,18955085
5050,2.35,255.46,,76.04,163,383,200,508.11,206,19539340
4800,1.8,210.1,,69.56,175,315,225,518.34,173,20149338
4800,2.25,180.09,,73.83,120,270,214,507.53,293,20783073
4400,2.02,162.75,,81.09,121,244,684,712.52,472,21439574
4650,2.34,200.1,0.28,82.43,128,300,629,754.64,473,22114324
4550,1.38,120.06,25.42,85.3,130,180,781,833.12,809,22802064
4100,0.6,40.02,,90.54,100,60,1200,1045.57,1100,23497585
4300,1.28,85.38,10.52,148.65,100,128,1278.17,1063.28,782,24208180
4650,2.5,166.75,10.81,0,100,250,1162,1087.61,761,24931919
4500,3.05,60.03,1.23,0,29.5,90,433.5,1002.19,609,25644499
4500,2.84,166.75,2.03,24.36,88,250,651.64,1025.38,1374,26313838
5200,2.89,206.1,0.09,41.61,107,309,830.64,994.93,1829,26922284
4800,2.89,242.12,,46.25,125.75,363,1329.09,1130.53,2321,27448124
4950,3.16,262.13,,37.57,124.25,393,735.9,1177.64,3091,27911248
4000,2.93,165.52,,56.94,84.75,248.16,1051.92,1228.63,4472,28385746
3650,3.15,115.44,0.05,72.49,54.92,173.07,1099.56,1226.65,3702,28973162
4000,3.25,103.94,0.05,34.29,47.97,155.83,1123.17,1158.12,4474,29741976
4300,3.58,156.82,0.05,39.1,65.74,235.12,1122.22,1089.2,5849,30725300
35055,3.99,311.49,,13.55,117,467,0.2,311.69,169,16439095
35040,3.69,268.8,7.6,9.25,109.3,403,1,262.03,305,16330419
34683,2.71,188.76,20.5,3.49,104.3,283,1.7,169.47,752,16095199
34716.5,2.19,123.03,34.66,2.74,84.1,184.45,0.61,88.2,1061,15815626
33007.6,2.62,150.9,21.21,3.97,86.5,226.24,4.35,131.44,1359,15577894
32551.8,3.08,170.32,9.07,1.72,82.8,255.35,6.23,160.61,1459,15333703
32154.8,3.22,157.46,24.74,0.4,73.4,236.07,1.13,131.56,1480,15071300
32056.3,2.81,132.93,42.41,1.07,71,199.3,2.92,99.21,1132,14928426
30159.3,2.97,142.94,6.19,1.23,72.1,214.3,2.37,139.5,1230,14883626
29359.7,2.87,132.53,6.58,1.72,69.2,198.7,0.95,105.43,1492,14858335
28345.9,3.03,132.79,4.34,0.84,65.73,199.09,32.11,151.11,1657,14858948
28343.6,3.27,182.32,5.66,1.19,83.5,273.34,12.08,153.66,2062,14909018
28478.8,3.62,183.99,73.76,1.48,76.3,275.85,2.51,166.74,2863,15012985
28562.3,3.35,189.83,33.4,1.43,84.9,284.6,3.91,165.63,3753,15147029
28616,3.3,192.62,24.05,1.45,87.6,288.78,8.93,177.03,5261,15308084
28641.2,3.37,196.33,41.76,2.06,87.4,294.35,13.61,168.1,6733,15484192
28519.8,3.37,169.89,26.25,1.08,75.5,254.71,20.44,163.73,8349,15674000
28618.2,3.54,204.77,6.42,1.97,86.7,307,34.32,169.96,7116,16092822
28683.8,3.97,248.89,19.63,1.32,94,373.15,18.47,174.33,9005,16321872
29180.6,3.72,231.32,62.97,1.42,93.3,346.76,15.22,171.05,11553,16557201
670,1.22,541.13,,0.3,664.77,811.28,65.46,627.23,48,2762265
700,1.23,544.83,,0.29,664.79,816.83,82.22,639.56,50,2840841
720,1.33,589.3,,0.28,664.8,883.51,67.94,665.53,56,2919287
740,1.32,603.44,,0.27,685.9,904.71,50.52,676.04,62,2990965
750,1.34,606.97,,0.13,680,910,22.21,687.15,70,3051577
760,1.26,440.85,,0.13,524.56,660.94,45,657.62,75,3098973
770,1.23,462.03,,0.13,561.1,692.7,100,684.36,77,3135842
775,1.25,482.78,,0.09,578.5,723.8,135,655.08,83,3168843
780,1.26,578.25,,0.15,689.3,866.94,115,661.62,87,3207328
780,1.44,702.42,,5.13,732.05,1053.1,1,695.75,596,3258144
780,1.55,770.16,,5.13,745.06,1154.66,50,714.58,342,3323366
785,1.48,728.6,,0.33,736.81,1092.35,18,726.37,334,3401191
785,1.59,734.09,,0.71,694.35,1100.59,26.5,731.31,596,3489903
790,2.02,881.17,,0,655.1,1321.1,38,767.78,831,3586316
792,2.1,930.58,,2.53,663.49,1395.18,6.8,819.19,1017,3687898
793,2.26,966.68,,0,641.63,1449.3,4.03,849.99,692,3794198
793,2.23,805.17,,0.63,542.02,1207.16,2.1,840.86,474,3905530
795,1.91,669.26,,0.38,524.83,1003.39,3.76,784.61,300,4020811
795,2.36,936.54,,0.38,596.16,1404.1,5.62,876.08,360,4138845
799,2.29,994.83,,1.88,650.3,1491.5,4.24,910.61,414,4258472
799,2.2,816.3,,3.19,556.88,1223.83,26.1,912.01,474,4379236
799,2.66,1002.08,,4.24,565.75,1502.36,7.01,965.4,528,4500351
799,2.27,834.17,,3.75,551.71,1250.63,5.71,962.8,578,4619944
822,2.58,1051.87,,2.18,610.96,1577.02,16.45,1014.58,654,4735845
828,2.53,945.69,,7.48,559.9,1417.83,15.94,1018.99,742,4846483
824,2.55,942.8,,4.61,553.74,1413.5,26.73,1039.22,754,4951195
854,2.76,1107.22,,9.09,601.29,1660,19.93,1107.14,696,5050315
862,2.71,1116.89,,5.29,617.54,1674.5,40.58,1162.01,259,5144602
877,2.93,1402.58,,11.29,717.58,2102.82,4.71,1272.19,270,5235346
920,3.06,1468.53,,6.52,719.37,2201.7,13.69,1372.59,323,5323700
970,3.13,1557.24,,12.66,746.78,2334.7,21.97,1381.57,325,5409582
1015,3.27,1611.8,,,738.1,2416.5,26.4,1418.82,336,5493246
1060,3.14,1584.19,,,756.32,2375.1,23.56,1432.51,405,5576640
1105,3.28,1686.84,,,770.32,2529,32.86,1501.04,468,5662208
1150,3.49,1712.86,,,736.02,2568,22.33,1604.28,530,5751676
1200,3.59,1776.69,,,742.9,2663.7,17.3,1684.75,670,5846074
1240,3.72,1807.6,,,727.86,2710.05,24.63,1723.82,800,5944948
1290,3.78,1980.93,,,786.26,2969.91,23.73,1862.8,984,6046620
1360,3.84,2097.58,,,818.56,3144.8,43.04,1956.44,1046,6148623
1400,3.59,2048.12,,,855.11,3070.64,42.77,1984.5,1201,6249165
1428,3.75,2044.86,,,817.25,3065.76,17.07,2008.26,1412,6347567
1043.7,2.47,1211.89,1.56,164.09,734.53,1816.92,235.43,1496.49,384,11062433
1060.2,2.4,1225.49,14.23,201.68,766.18,1837.32,213.07,1478.56,445,11324277
1069.7,2.63,1320.62,10.87,250.02,751.64,1979.94,298.5,1560.58,661,11592638
1057.5,2.83,1397.36,0.05,213.84,740,2095,333.77,1621.93,800,11871104
1085.4,2.66,1332,0,228.51,750.34,1997,146,1588.12,765,12162187
1065.4,2.72,1330.66,0,280.5,733,1995,210.28,1575.7,886,12468689
1095.4,2.63,1265.97,,292.22,723,1898,283.32,1461.61,1027,12790312
1095,2.57,999.17,0.01,336.62,583,1498,407.02,1484.55,1247,13122839
1110.3,2.84,1397.36,,391.25,738,2095,238.09,1602.72,1576,13460031
1102.7,2.85,1363.75,0.2,410.81,716.8,2044.6,167.59,1600.51,1927,13798085
1090,2.84,1347.27,0.02,367.06,711,2019.9,316.66,1645.8,1920,14134058
1048.4,2.76,1256.36,10.38,422.36,682,1883.6,403.04,1608.81,2006,14471211
1043.7,2.6,1156.8,0,471.4,666,1734.32,358.26,1529.79,2190,14819424
1001.8,2.52,1048.31,10.14,645.84,624,1571.67,436.52,1507.54,2420,15192298
1037,2.66,1164.16,2,601.16,654.97,1745.37,428.02,1390.64,2154,15598927
1036.4,2.64,1146.05,0.92,635.18,650.88,1718.22,191.18,1420.09,1864,16043731
1033,2.47,1085.01,1.53,723.72,658.95,1626.7,196.51,1415.36,2070,16522000
1031.9,2.53,1131.39,5,859.68,671.76,1696.24,283.88,1421.2,2214,17022465
1014,2.63,1162.88,0.07,880.57,664.14,1743.44,367.73,1486.49,2381,17528961
1019.7,2.77,1257.28,0.11,891.93,680.65,1884.98,330.34,1603.5,2586,18029824
1018,2.82,1284.88,0.68,924.36,683.64,1926.35,399.89,1601.22,2885,18519937
1004.8,2.99,1342.49,0.13,960.29,672.75,2012.73,444.18,1761.59,3379,19002656
1002.7,3.03,1403.67,0.13,1028.22,693.43,2104.45,389.2,1792.28,3717,19484898
998.3,3.06,1426.57,1.16,1159.27,698.62,2138.79,340.78,1867.78,4028,19977500
986.7,3.16,1418.89,2.42,1106.72,672.79,2127.27,427.56,1898.1,4678,20487607
993.3,3.25,1486.4,0.12,1138.63,685.47,2228.49,577.63,1954.66,5176,21017613
985.7,3.07,1413.78,0.07,1270.16,690.98,2119.61,630,2002.29,5012,21562793
966.9,2.88,1296.81,2.09,1454.13,674.4,1944.24,657.87,2064.41,3520,22114654
951,2.94,1358.44,0.11,1392.01,692.39,2036.64,612.47,2083.16,3763,22661298
951.3,3.06,1427.91,0.1,1249.11,698.7,2140.8,595.58,2072.46,4348,23194257
913.9,3.11,1397.36,0.15,1237.25,673.6,2095,525,2016.78,4189,23709119
922.1,3.24,1465.63,2.7,1177.02,678.5,2197.35,496.1,1922.98,4442,24208391
911.9,3.36,1505.42,8.79,1304.13,671.8,2257,368.26,1977.07,4740,24698819
918,3.33,1510.09,8.23,1627.81,680.7,2264,522.44,2056.91,5245,25190652
957.6,3.42,1543.44,5.39,1457.35,676.2,2314,583.65,2251.41,5679,25690611
926.7,3.39,1458.73,4.47,1662.1,645,2187,820.48,2258.3,6353,26201961
935.5,3.53,1584.12,0.22,1836.52,673.24,2375,778.89,2337.22,7483,26720370
920.9,3.58,1569.45,0.91,2026.9,656.6,2353,1106.74,2547.23,8769,27236006
928,3.72,1674.87,0.56,1493.91,674.93,2511.04,1086.62,2774.38,7545,27735040
931,3.64,1644.04,0.41,2119.9,677.88,2464.83,930.58,2707.36,9047,28208035
954,3.75,1718.18,0.66,2241.37,687.52,2575.99,1031.03,2841.56,10398,28650955
1953,1.95,1563.33,227.5,4.08,1200.76,2343.83,,1252.13,72,12323982
2055,1.76,1340.97,130,5.17,1140.15,2010.45,,1237.96,81,12583140
2165,1.97,1611.51,292.5,5.71,1227.03,2416.05,,1294.2,76,12852206
2180,1.98,1635.66,58.5,5.83,1239.85,2452.27,,1310.8,93,13131260
2195,2.07,1737.37,99.97,5.59,1255.8,2604.75,,1308.33,117,13420369
2210,1.89,1591.64,107.19,6.73,1261.62,2386.27,,1373.38,106,13719471
2225,1.81,1522.38,88.33,7.85,1264.06,2282.43,,1465.64,99,14028536
2240,1.85,1560.3,31.97,8.28,1262.65,2339.28,,1510.02,112,14347641
2255,1.64,1373.97,44.76,9.29,1254.24,2059.93,,1474.88,126,14676929
2270,1.93,1643.7,7.32,9.89,1275.52,2464.31,,1536.86,132,15016402
2288,1.97,1707.57,29.54,10.41,1296.53,2560.08,22.32,1613.56,151,15367230
2291.6,1.45,1222.36,34.82,13.65,1264.84,1832.62,27.28,1503.54,149,15729431
2295.2,2.07,1838.91,2.65,16.25,1334.2,2756.98,33.48,1738.93,159,16100617
2298.8,1.97,1807.19,18.11,18.91,1376.86,2709.43,12.36,1841.8,164,16477473
2302.4,2.02,1870.6,59.08,18.85,1391.04,2804.49,7.41,1863.33,167,16858310
2306,1.78,1582.14,20.19,19.54,1333.36,2372.02,4.97,1783.49,178,17239673
2309.6,2.1,1988.85,2.27,23.46,1423.29,2981.78,31.32,2062.86,180,17623693
2313.2,2.26,2189.9,,24.33,1450.47,3283.21,19.98,2257.34,208,18020753
2316.8,2.37,2260.91,0.21,29.08,1432.85,3389.67,6.56,2315.21,205,18445028
2320.4,2.41,2335.94,,31.25,1455.17,3502.16,11.59,2133.73,206,18905478
2324,2.28,2149.43,,34.9,1411.81,3222.54,3,2148.26,220,19405504
2327.3,2.05,1724.13,,35.23,1262.11,2584.9,25,2086.78,194,19938320
2330.6,2.41,2331.56,,31.55,1450.45,3495.59,38.59,2212.71,203,20489975
2333.9,2.12,1938.42,,39.85,1368.42,2906.18,61.62,2240.17,206,21040904
2337.2,2.39,2387.08,,40.09,1496.79,3578.83,40,2327.06,219,21576071
2340.5,2.46,2475,,44.01,1511.23,3710.65,68,2422.79,220,22090352
2343.8,2.42,2428.45,,45.87,1506.34,3640.86,29.5,2496.16,234,22584775
2347.1,2.44,2467.75,,51.77,1514.21,3699.77,11.1,2500.91,228,23057883
2350.4,2.47,2557.47,24.02,40.16,1550.99,3834.29,36.16,2617.32,230,23509964
2354,2.7,2812.38,,31.02,1560.04,4216.46,195,2654.63,239,23941110
2357,2.75,2777.85,0.8,30.77,1516.98,4164.69,44.06,2747.24,242,24347106
2335,2.68,2756.44,0.8,16.68,1544.66,4132.6,18.36,2752.34,242,24725627
2315,2.68,2756.38,5.74,5.06,1544.66,4132.5,54.76,2783.52,252,25080872
2300,2.86,2971.97,,8.03,1559.44,4455.72,32.1,2922.2,286,25419344
2280,2.78,2861.32,,3.57,1541.73,4289.83,50.14,2876.25,318,25744500
2260,2.72,2807.59,,5.64,1549.45,4209.28,157.04,2948.85,347,26066693
2240,2.56,2455.12,,1.61,1439.52,3680.84,226.26,2953.94,391,26382581
2220,2.78,2867.61,,1.36,1549.26,4299.26,92.4,2907.87,470,26666576
2200,2.91,3017.3,2.02,19.17,1555.94,4523.69,102.94,3093.28,478,26883535
2180,2.72,2683.89,0.36,25.08,1481.29,4023.82,98.16,3081.69,592,27013212
2162.7,2.98,2975,0.3,34.66,1496.48,4460.28,161.1,3145.95,703,27041437
2118,3.31,3383.19,0.27,44.07,1531.49,5072.25,367.31,3345.93,698,26989862
2114,3.17,3004.5,0.17,57.73,1420.57,4504.5,325.46,3317.72,716,26917906
30320,2.33,2262.86,182.19,12.6,1456.48,3392.6,0.02,2095.96,177,59734481
30340,2.36,2331.31,197.98,14.38,1479.55,3495.21,60.1,2212.44,152,61381987
31210,2.44,2455.88,788.88,12.9,1511.92,3681.98,0.01,1686.54,100,63099406
30530,2.16,2314.59,597.24,13.94,1604.19,3470.15,,1734.91,135,64905998
30800,2.3,2618.76,477.65,17.98,1709.72,3926.18,0.02,2160.88,170,66816877
30460,2.35,2738.82,794.55,20.73,1749.38,4106.18,0.01,1985.82,194,68834326
30640,2.33,2951.08,960.16,23.41,1899.1,4424.41,,2137.59,213,70958169
31150,2.42,3273.64,776.6,28.24,2025.6,4908,0.02,2092.34,243,73197258
31050,2.37,3217.41,1015.01,31.77,2034.5,4823.7,0,2070.56,261,75561131
32110,2.42,3124.76,1086.64,33.63,1933.1,4684.8,0,2170.96,385,78054343
31160,2.6,3431.42,1243.66,34.66,1976,5144.55,,2171.76,442,80680459
33140,2.61,3446.42,951.03,37.55,1978.1,5167.05,0,2392.26,470,83431605
31040,2.51,3341.17,904.8,38.8,1998.5,5009.25,0.02,2298.89,426,86285935
