Arable land,Paddy yield,Milled production,Rice exports,Fertilizer usage,Rice area,Paddy Production,Rice imports,Total rice consumption,GDP,Population
32110,2.49,3316.86,1265,39.02,1998.5,4972.8,0,2239.86,450,89213706
31710,2.35,2920.39,718.69,47.65,1863.2,4378.4,0.01,2157.34,438,92191510
30140,2.53,3488.41,1316.02,59.23,2065.6,5230,,1832.09,437,95215378
31250,2.48,3242.55,1270.4,55.05,1963,4861.4,,2247.45,445,98285755
29920,2.35,3201.8,1210.2,58.13,2041.7,4800.3,1.26,2468.1,500,101389603
30410,2.29,3221.71,854.32,62.15,2106.9,4830.15,,2188.31,509,104512881
29750,2.32,3262.43,743.89,63.63,2112.7,4891.2,0.02,1954.87,496,107647921
29810,2.32,3244.72,1204.58,63.2,2096.9,4864.65,0,2113.16,551,110778648
29920,2.37,3117.66,1511.84,71.79,1973.4,4674.15,0.04,1796.01,566,113911126
30230,2.74,3996.7,1032.13,71.01,2187.1,5992.05,0.32,2191.11,584,117086685
30250,2.43,3448.22,984.32,72.18,2124.6,5169.75,12.39,2601.59,574,120362762
30460,2.75,3968.48,1852.27,82.57,2161.8,5949.75,0.07,2251.23,654,123776839
30550,2.87,4306.95,1600.52,78.98,2251.1,6457.2,1.39,2247.49,666,127349290
31040,2.8,4335.17,1767.21,85.67,2317.3,6499.5,0.2,2406.57,642,131057431
31120,2.89,4676.6,1971.6,82.84,2423.6,7011.4,0.85,2116.98,624,134843233
31110,3.07,5158.19,1791.19,91.06,2515.4,7733.42,1.47,2667.01,618,138624621
31040,3.03,4805,2016.27,95.44,2376.6,7203.9,0.72,2507.74,583,142343578
31300,2.75,3883.94,2423.86,94.07,2114.2,5823,13.54,2653.85,555,145978402
31220,3.02,4480.74,1684.33,97.47,2225,6717.75,13.82,2497.8,544,149549700
31190,2.96,4850.02,1819.98,100.97,2460.6,7271.4,4.71,3045.81,611,153093373
30310,2.99,5027.31,1822.74,110.78,2519.6,7537.2,0.44,2975.43,706,156664697
30170,3.17,5549.97,2891.39,123.48,2621.4,8320.8,,2439.67,777,160304008
30320,3.16,5441.12,3688.74,125.73,2581.2,8157.6,1.88,2121.13,883,164022627
30180,3.32,5566.18,3129.28,118.42,2515.4,8345.1,3.32,2663.75,963,167808105
29460,3.52,6955.48,2809.32,119.15,2962.6,10428,3.54,2904.75,1038,171648986
29420,3.58,6893.03,2750.66,168.93,2883.1,10334.38,4.17,3360.33,998,175525609
29390,3.06,4825.87,4178.84,151.82,2365.3,7235.19,1.92,2873.65,1032,179424641
30100,2.4,6132.4,3412.5,138.74,2571.2,6160.4,21.05,2814.57,1218,183340592
30240,2.4,5511.42,3422.72,116.92,2308.8,5535.9,11.42,2868.98,1254,187281475
30470,2.44,6767.38,3822.01,135.25,2789.2,6798.1,61.17,2939.57,1267,191262919
816,2.01,930.98,,137.62,693.77,1395.78,339.2,1312.74,186,12747821
822,2.05,875.4,,121.53,638.97,1312.45,266.4,1307.38,196,13002231
828,1.95,875.38,,134.18,671.69,1312.42,343.5,1324.14,217,13252036
834,2.01,1068.74,,122.18,797.02,1602.31,297.41,1444.82,265,13501935
850,1.93,769.82,,85.18,597.23,1154.16,465.35,1368.51,276,13755146
900,1.97,835.5,,105.89,635.47,1252.62,377.9,1569.1,256,14012899
950,2.14,1118.76,,117.47,782.28,1677.29,538.75,1438.28,288,14273495
1000,2.25,1260.96,8.7,135.89,839.42,1890.49,186.84,1379.78,188,14533690
900,2.43,1278.79,0.02,162.12,789.56,1917.22,211.64,1388.27,228,14788862
900,2.59,1422.84,0.02,183.62,823.73,2133.2,168.32,1484.94,323,15035834
900,2.65,1486.97,0.03,163.78,842.47,2229.35,154.58,1638.57,332,15272831
857,2.89,1437.8,0.01,181.6,746,2155.63,111.65,1650.31,354,15501207
869,3.2,1656.51,,193,776.66,2483.53,176.81,1706.35,377,15724651
872,2.73,1613.94,0.5,218.92,885.81,2419.7,20.34,1633.4,437,15948487
876,3.08,1775.03,0,222.24,864.68,2661.21,160.62,1878.7,429,16176280
887,3.09,1726.31,0.09,217.77,836.4,2588.18,189.85,1815.74,455,16408859
895,3.13,1419.26,0.09,227.61,679.42,2127.83,71.8,1766.73,469,16643952
898,3.04,1651.9,0.13,230.62,815.56,2476.61,176.01,1825.62,485,16878189
901,2.99,1376.31,0.24,233.91,689.75,2063.44,299.89,1671.12,482,17106753
900,3.06,1692.85,0.24,190.16,828.25,2538,130.27,1820.37,546,17325773
903,3.02,1593.46,0.44,196.22,790.66,2389,132.95,1723.16,591,17535729
905,3.05,1560.58,0.45,202.94,766.02,2339.7,236.91,1768.53,630,17736821
880,3.14,1714.19,0.48,239.2,819.77,2570,181.41,1659.2,666,17924823
883,2.99,1790.02,31.16,246.32,896.55,2683.69,31.63,1864.25,761,18094477
886,3.16,1874.2,43.8,232.55,889.59,2809.89,9.11,1786.84,802,18242912
887,3.12,1375.03,1.16,238.07,660.08,2061.52,289.28,1787.44,874,18367288
888,3.25,1493.66,1.39,235.03,690.08,2239.37,305.44,1821.56,968,18470900
889,3.51,1795.79,2.7,262,767,2692.34,166.68,1876.88,992,18564599
905,3.28,1905.69,1.36,286.28,870.8,2857.1,206.03,1990.28,993,18663284
915,3.44,1907.55,1.98,269.9,832,2859.9,14.85,1913.12,1031,18777601
916,3.52,1797.62,1.74,266.45,765.04,2695.08,51.92,1944.97,984,18911730
936,3.49,1907.27,2.07,304.56,819.59,2859.48,94.93,1944.66,1028,19062482
950,3.37,2048.49,2.05,259.18,911.44,3071.2,34.52,1972.58,1125,19224037
900,3.65,1752.88,2.33,287.01,719.69,2628,240.4,2092.15,1221,19387153
1100,3.55,2165.08,3.97,255.29,915.26,3246,51.73,2212.27,1431,19544988
1050,3.67,2229.11,2.61,291.31,910.49,3342,17.09,2243.24,1645,19695972
1000,3.83,2088.38,5.51,288.52,816.71,3131,129.72,2289.7,1870,19842044
1200,3.68,2584.62,3.79,311.71,1052.99,3875,99.2,2370.71,2336,19983984
1100,3.87,2435.66,4.45,281.37,942.41,3651.67,73.13,2452.69,2397,20123508
1200,4.06,2868.51,10.5,230.75,1060.36,4300.62,150.38,2565.68,2808,20261737
1300,3.57,2597.89,5.87,257.32,1091.05,3894.89,37.49,2533.07,3213,20398670
1250,3.61,2565.25,30.13,198.37,1066.62,3845.94,45.91,2531.3,3350,20425000
1300,3.89,3082.03,10.24,160.04,1188,4621,24.06,2613.23,3608,20585000
1487,2.28,42.57,,117.69,28,63.82,0.1,42.67,239,3899843
1586,2.27,58.56,,100.88,38.6,87.8,0.02,58.58,1336,4010789
1690,2.49,61.36,,73.96,37,92,0.04,61.4,1103,4115102
1740,2.71,52.43,,75.29,29,78.6,0.15,52.58,1394,4207841
1740,1.27,27.21,,81.61,32,40.8,2.06,29.26,554,4287346
1740,0.84,17.94,,102.3,32,26.9,0.3,18.24,615,4355116
1740,0.68,9.14,,43.68,20,13.7,0.03,9.17,647,4413479
1830,1.11,22.21,,49.84,30,33.3,1.6,23.8,862,4466135
1940,0.39,18.21,,54.43,70,27.3,1.2,19.4,1109,4516133
2040,1.11,26.01,,48.04,35,39,1,27.01,1514,4564083
2040,1.9,53.36,,,42,80,0.64,54,1880,4610005
2040,2.61,73.04,,,42,109.5,0.3,73.33,2444,4655743
2040,2.2,73.37,,,50,110,0.05,73.42,3005,4703401
2040,2.18,80.04,,,55,120,0.05,80.09,3612,4754646
2040,2.41,90.04,,,56,135,0.15,90.2,4448,4810109
2040,2.26,73.97,,,49,110.9,0.14,74.11,5331,4870141
1990,2.2,73.37,,,50,110,0.23,73.6,4359,4935767
1990,1.96,73.37,,,56,110,0.2,73.57,4036,5007954
1940,2.41,96.45,,,60,144.6,0.2,96.65,4439,5087213
1940,2.62,96.05,,,55,144,0.2,96.25,5650,5174085
4474,2.96,359.45,,163.16,182.02,538.9,51.3,328.05,204,21449000
4470,3.01,363.25,,142.28,180.7,544.6,48.3,318.45,309,21942000
4468,2.98,332.37,7.45,105.86,167,498.3,8.79,307.38,359,22377000
4475,1.97,218.51,16.95,105.92,165.9,327.6,0.49,344.4,549,22785000
4475,2.43,300.15,,99.44,185,450,32.02,250.3,738,23225000
4475,1.99,259.33,15,195.55,195.3,388.8,0.5,300.27,755,23667000
4475,2.33,230.98,,184.22,148.4,346.3,40,325.08,756,24051000
4475,2.56,280.67,,173.14,164.2,420.8,30.02,301.57,849,24311650
4475,1.17,103.25,,163.4,131.8,154.8,142.21,249.54,686,24650400
4485,1.72,45.22,,160.6,39.5,67.8,100,169.44,574,24964450
4484,2.72,116.79,,0,64.4,175.1,185.05,230.26,471,25271850
4500,2.76,222.58,,0,121,333.7,20,212.16,488,25567650
4500,2.74,120.88,,0,66.11,181.23,6.77,180.83,572,25864350
4400,3.27,114.52,,0,52.48,171.7,0.39,164.57,674,26167000
4400,3.63,146.96,,162.5,60.66,220.33,8.53,158.32,793,26488250
4350,3.59,131.87,,166.69,55,197.7,1.16,153.18,1025,26868000
4320,3.15,73.64,,173.02,35,110.4,8.25,84.1,1295,27302800
4300,5.55,129.66,,193.33,35,194.4,15.65,118.23,1489,27767400
4350,5.76,138.34,,203.57,36,207.4,3.48,125.23,1696,28562400
4300,5.22,79.84,,199.1,22.94,119.76,1.45,121.84,1887,29339400
26000,3.73,192.1,91.94,2.97,77.2,288,,97.75,1372,24259561
26000,3.54,196.1,23.42,3.32,83.1,294,,172.06,1409,24653175
26000,3.4,173.42,35.1,3.2,76.55,260,,137.4,2097,25056478
26000,3.82,210.77,38.49,2.89,82.7,316,,171.28,2845,25462302
26000,3.79,234.12,65.76,2.32,92.5,351,,166.64,2027,25865776
26000,3.54,206.1,87.43,3.01,87.27,309,0.2,116.59,1948,26264681
26000,3.53,213.44,166.56,2.86,90.6,320,4.37,46.32,2130,26661398
26000,3.26,206.77,99.42,4.12,95,310,1.44,106.18,2146,27061047
26000,3.05,208.1,88.52,5,102.4,312,8.36,124.62,2521,27471036
26000,3.24,177.42,92.92,4.45,82.2,266,2.87,84.59,8106,27896528
26000,3.5,190.96,90.82,3.71,81.8,286.3,4.75,101.93,6468,28338515
27000,3.85,291.61,54.92,3.95,113.6,437.2,0.46,239.43,3159,28794548
27000,3.66,224.85,78.58,4.39,92.1,337.1,,149.65,3842,29262047
27000,3.74,320.43,127.48,5.87,128.38,480.4,0.06,197.11,4241,29737093
27000,3.68,266.8,108.57,6.02,108.75,400,0.25,160.06,3150,30216279
27000,3.88,292.55,110.69,5.6,112.9,438.6,0.04,181.74,3739,30698964
26800,3.92,247.46,42.83,6.26,94.68,371,0.03,204.01,3791,31184415
26367,4.18,255.73,41.88,6.16,91.7,383.4,0.08,215.58,4387,31668949
26470,4.67,326.83,96.79,5.78,104.9,490,0.05,228.01,2780,32148134
26575,3.67,285.54,74.97,6.23,116.62,428.1,1.21,210.11,4710,32618651
26680,4.03,231.85,76.38,6.27,86.26,347.6,9.5,163.2,6233,33079000
26785,5.21,488.71,180.44,9.27,140.7,732.7,3.75,308.26,7420,33529326
26890,4.36,405.74,260.92,10.93,139.65,608.3,5.29,147.13,7558,33970111
26998,4.3,405.27,216.03,17.11,141.34,607.6,8.51,194,8126,34402672
27105,5.03,617.78,389.08,19.36,184.12,926.2,7.1,227.33,8053,34828170
27212,5.1,657.66,257.65,31.43,193.22,986,6.8,290.01,8385,35246374
27320,5.37,803.83,536.29,29.63,224.41,1205.14,11.54,291.07,8919,35657429
27425,4.78,674.43,542.94,28.28,211.7,1011.14,13.46,229.71,9005,36063459
27532,5.73,1106.02,655.1,29.91,289.2,1658.2,16.09,302.82,8453,36467218
27640,4.78,602.72,463.98,31.22,189.05,903.63,15.71,249.85,8387,36870787
27746,5.75,582.41,363.5,31.07,151.87,873.18,15.88,280.41,7852,37275652
27862,5.72,473.1,228.88,30.23,124.01,709.3,10.18,252.9,2898,37681749
28683.5,5.4,478.66,171.68,41.85,132.89,717.63,18.98,320.87,3646,38087868
30775,6.27,707.08,248.8,45.31,169.18,1060.08,8.75,366.48,4314,38491972
32897.5,6.02,637.82,350.33,36.4,158.94,956.25,6.26,295.14,5164,38892931
34854,7.06,796.06,490.66,41.41,169.02,1193.49,5.5,316.06,5976,39289878
36433,6.56,720.41,438.69,49.26,164.64,1080.07,9.31,331.7,7316,39684295
35261,6.83,830.95,413.14,35.21,182.46,1245.8,8.35,384.67,9147,40080160
34292,6.88,889.88,600.29,22.98,193.8,1334.16,6.53,390.57,8338,40482788
37981,5.76,829.25,465.25,39.61,215.67,1243.26,8.22,407.19,10413,40788453
38781,6.79,1165.97,729.41,45.25,257.44,1748.08,8.86,408.47,12788,41261490
37000,1.38,4397.65,148.03,30.34,4764,6593.18,1.51,4548.59,505,97482920
38000,1.49,4509.35,1.9,42.75,4532.93,6760.64,8.87,4614.14,586,99859383
39000,1.49,4775.8,33.4,42.89,4794.83,7160.13,10.98,4557.64,775,102259497
41000,1.45,4511.61,56.6,44.5,4664.88,6764.04,0.54,4627.25,1004,104706198
42000,1.47,5190.29,2.59,47.09,5306.27,7781.54,57.5,5087.38,1154,107216205
43000,1.47,6507.97,76.27,58.79,6656.48,9757.08,16.62,5504.79,1391,109790938
44000,1.5,5998.8,408.37,72.93,5992.09,8993.7,0.4,5657.66,1567,112425392
44000,1.3,4866.53,178.18,73.24,5623.52,7296.14,28.56,5553.78,1744,115121153
44900,1.39,5066.01,0.3,79.44,5452.09,7595.21,708.88,5759.89,1908,117878411
45000,1.57,6520.4,1.35,93.34,6243.14,9775.72,238.54,5865.46,1229,120694009
45600,1.35,5488.29,45.5,60.37,6101.77,8228.33,142.51,5879.79,1382,123570327
47000,1.62,6492.95,11.48,58.07,6024.66,9734.55,125.23,6286.11,1446,126498314
47000,1.52,5163.75,8.01,48.66,5108.25,7741.75,313.04,6148.96,1135,129448819
47100,1.69,6021.25,1.36,73.15,5351.47,9027.37,0.2,6314.22,1105,132383568
47300,1.9,6019.38,3.86,67.72,4754.69,9024.56,338.11,6248.4,1719,135274080
49000,1.86,6939.92,4.22,80.22,5590.93,10404.68,1392.57,6741.9,1954,138108912
49500,1.74,6953.54,3.78,78.53,6000.02,10425.1,98.51,6799.43,2087,140891602
49800,1.98,7874.9,25.46,74.86,5960.98,11806.45,103.65,7017.27,2289,143627503
49900,2.1,7356.88,9.53,67.38,5254.16,11029.8,165.37,7016.25,3087,146328304
50681,1.88,4949.76,1.24,63.29,3946.69,7420.93,409.72,6998.28,3105,149003223
51998,2.3,6328.5,1.6,65.13,4121.6,9488.01,953.21,7169.69,2677,151648011
51803,2.13,6674.2,3.53,68.25,4687.02,10006.29,578.26,7127.79,2523,154259380
52264,2.29,6741.58,12.21,85.14,4411.32,10107.31,687.62,7737.93,2786,156849078
52745,2.39,7030.71,3.14,95.13,4414.8,10540.79,978.62,7495.5,3494,159432716
58059,2.57,7487.78,18.39,72.44,4373.54,11226.06,862.98,6582.42,4951,162019896
57858,2.66,5765.42,21.63,86.76,3253.77,8643.8,779.83,7180.69,5200,164614688
57788,2.73,5570.56,8.92,101.06,3058.13,8351.67,802.16,7329.28,5324,167209040
57717.2,2.52,5146.63,6.41,101.38,3062.2,7716.09,1292.54,7891.08,5128,169785250
57746.8,3.07,7810.37,47.5,101.65,3813.27,11709.7,965.61,8228.14,3503,172318675
57776.4,3.03,7396.9,26.22,113.68,3655.29,11089.8,632.14,7979.75,3772,174790340
59071,3.24,6792.73,22.05,115.76,3142.64,10184,670.12,7484.8,3178,177196054
61504,3.32,6974.89,29.89,120.84,3145.87,10457.1,543.41,7472.64,2854,179537520
64634,3.25,6893.18,19.37,152.31,3180.86,10334.6,1044.15,7903.36,3086,181809246
68327,3.56,8855.77,36.62,150.95,3733.15,13277.01,830.12,8641.17,3655,184006481
69157,3.37,8799.64,272.03,120.1,3915.86,13192.86,494.63,8998.28,4815,186127103
69538,3.88,7688.3,289.87,124.03,2970.92,11526.68,618.36,8089.19,5914,188167356
68388,3.83,7377.49,201.34,165.17,2890.93,11060.7,686.66,7803.56,7385,190130443
70250,4.23,8044.99,510.52,141.84,2850.68,12061.46,419.06,8116.55,8873,192030362
70440,4.4,8438.31,589.73,108.33,2872.04,12651.14,624.36,8457.17,8642,193886508
70363,4.13,7494.4,420.96,142.4,2722.46,11235.99,747.91,8185.55,11327,195713635
72273,4.9,8989.15,1291.6,170.59,2752.89,13476.99,580.59,8551.27,13296,197514534
72607,4.79,7703.77,1099.23,181.73,2413.29,11549.88,693.76,8038.09,12427,199287296
76008.1,5.01,7843.03,816.4,175.66,2353.15,11782.55,737.36,8197.6,12357,201035903
3573,3.57,603.2,0.12,51.56,253.51,904.35,0.08,603.16,355,22003983
3588,3.81,695.87,2.1,57.49,273.84,1043.28,0.04,693.77,385,22516429
3604,4.04,784.31,20.09,70.92,290.86,1175.87,0.04,764.63,448,23024512
3619,4.26,1047.15,1.08,69.05,368.55,1569.94,,898.95,526,23538390
3635,4.25,1082.03,71.47,59.22,381.45,1622.23,,992.22,544,24065502
3650,4.16,987.64,78.27,67.42,355.65,1480.72,,979.53,623,24608102
3666,4.16,934.88,78.19,79.76,337.22,1401.63,21.05,977.03,774,25164544
3681,4.32,1252.64,0.33,79.08,434.26,1878.02,17.45,1014.39,904,25733669
3697,4.25,1220.48,30.13,84.51,430.65,1829.81,14.28,1038.13,1062,26312996
3712,4.31,1190.01,41.33,84.13,414.2,1784.12,4.31,1094.8,1629,26900508
3728,4.28,1252.45,22.82,75.11,439.02,1877.74,0.07,1181.08,1736,27496608
3743,4.27,1349.52,,81.06,473.91,2023.26,0.19,1251.62,1819,28101824
3759,4.26,1209.63,6.87,84.48,425.49,1813.53,0.49,1203.34,1770,28714183
3774,4.62,1143.68,36.99,96.05,370.86,1714.66,0.29,1205.28,1712,29331230
3790,4.7,1161.65,33.16,96.36,370.6,1741.6,0.07,1227.27,1572,29951194
3805,4.68,1014.47,2.54,114.99,325.17,1520.95,0.03,1208.18,1542,30572479
3824,5.35,1243.62,0.02,130.31,348.5,1864.5,0.24,1283.08,1573,31195417
3639,4.56,1184.19,0.02,140.73,389,1775.4,40.78,1273.22,1661,31822527
3472,4.07,1401.9,33.99,151,515.8,2101.8,0.2,1368.44,1640,32457497
3305,4.06,1411.77,54.76,182.24,521.1,2116.6,0.09,1308.9,1638,33102569
3038,4,1159.65,84.67,197.89,435.1,1738.6,0.25,1272.94,1658,33758328
3070,4.1,1157.21,0.45,166.58,423.57,1734.95,69.07,1224.03,1924,34422568
2923,4.12,1060.57,3.67,176.15,385.92,1590.06,60.07,1125.94,2139,35091272
2832,4.06,1105.36,2.29,175.78,408.28,1657.21,233.67,1340.33,2640,35758978
2399,4.28,1162.28,0.29,202.67,406.76,1742.55,122.48,1266.15,2939,36421438
2433,4.08,1108.11,0.05,199.34,407.25,1661.34,135.6,1266.4,3038,37076387
2539,4.64,1220.8,0.16,219.26,394.08,1830.29,165.01,1385.59,3292,37723803
2551,4.71,1265.79,0.35,233.59,402.78,1897.74,292.27,1414.8,2993,38364307
2536,4.8,1457.55,0.02,231.03,455.18,2185.23,37.01,1452.16,2589,38999468
2818,4.73,1492.26,0.04,233.57,472.76,2237.27,58.47,1566.15,2455,39629965
2434,4.55,1438.26,0.16,254.61,474.2,2156.31,162.56,1555.51,2383,40255956
2211,4.8,1376.04,0.61,309,429.79,2063.03,62.96,1540.62,2348,40875363
2264,4.85,1612.27,0.34,324.81,498.02,2417.19,44.77,1563.7,2240,41483872
2238,4.8,1665.31,0.59,320.97,519.74,2496.72,96.32,1595.74,2738,42075953
2026,4.84,1471.74,0.18,445.13,456,2206.51,32.11,1503.85,3385,42647731
1904.6,4.57,1310.93,0.04,571.25,429.91,1965.41,197.03,1524.04,3718,43200901
1998,4.9,1412.15,0.2,544.29,431.9,2117.16,135.27,1564.58,4684,43737512
1830,4.89,1609.37,0.96,486.73,493.55,2412.85,29.54,1588.56,5445,44254972
1775,4.7,1654.11,0.04,489.49,528.14,2479.92,101.93,1609.03,5171,44750054
1763,4.12,1326.12,0.1,578.9,482.3,1988.19,6.3,1479.9,6285,45222699
1586,3.96,1340.63,0.13,735.61,507.71,2009.94,42.56,1509.98,7264,45662747
1578,4.81,1289.87,0.01,747.12,482.2,2317.71,115.69,1521.77,7950,46075721
1682,3.84,1366.64,0.03,648.64,520.34,1996.58,151.65,1562.44,8103,46495492
2558,4.01,394.27,0.22,32.03,147.34,591.11,0.01,379.59,599,13836367
2850,4.09,321.71,,42.75,118.06,482.33,,316.9,646,14221961
2900,4.1,322.48,53.26,33.64,117.8,483.47,,290.47,752,14615845
2900,4.27,329.66,6.55,48.99,115.76,494.24,,323.36,923,15017055
2910,4.38,358.07,,35.87,122.48,536.84,78.18,433.23,1094,15424744
3000,4.28,380.47,,42.97,133.16,570.42,81.75,401.4,1007,15838572
3103,4.42,396.2,,44.86,134.36,594.01,0.12,425.29,899,16258321
3145,4.09,312,,43.45,114.27,467.76,26.36,366.03,749,16683456
3171,4.26,373.79,,37.01,131.44,560.4,202.24,569.26,933,17113388
3220,4.3,294.3,,36.69,102.53,441.23,230.95,564.56,1165,17547610
3245,4.73,507.04,,40.6,160.87,760.18,139.22,526.61,1373,17985393
3285,4.56,550.76,,29.88,180.92,825.73,57.02,662.64,1332,18426415
3333,4.19,532.95,,23.53,190.5,799.03,105.96,728.1,1012,18870993
3374,4.84,760.38,,25.41,235.41,1140,48.98,515.36,1019,19319746
3376,4.56,585.81,10.2,22.36,192.71,878.28,20.16,611.75,862,19772872
3385,4.5,484.18,,52.92,161.15,725.92,192.5,677.56,1264,20230384
3400,5.09,779.46,,68.2,229.46,1168.6,216.78,725.77,2041,20691283
3400,5.15,753.2,,66.33,219.25,1129.24,23.25,678.44,1580,21153459
3400,5.12,727.98,,44.74,213.31,1091.43,213.82,994.33,1908,21614193
3500,5.23,644.39,11,30.07,184.76,966.1,239.44,960.14,1301,22071433
3550,5.14,543.05,,21.31,158.35,814.17,279.65,950.76,1531,22522378
3600,4.98,553.19,,22.38,166.5,829.37,461.84,1042.46,1563,22966818
3600,5.45,645.41,,38.53,177.53,967.63,366.97,1072.64,1488,23408131
3602,5.85,934.73,0.13,48.56,239.45,1401.39,310.8,1235.61,1839,23851408
3740,5.62,761.41,,40.99,203.2,1141.55,196.18,950.74,2147,24299160
3860,5.72,802.51,,48.01,210.35,1203.17,459.04,1244.57,2194,24753824
3960,6.12,973.71,4,54.27,238.71,1459.83,379.63,1325.68,2272,25210954
4115,5.76,1033.04,0.04,57.87,269.08,1548.78,250.85,1237.7,2141,25658062
4225,6.25,1304,2.24,56.53,312.74,1955.03,144.35,1414.41,1904,26078293
4410,6.59,1262.03,3.29,57.66,287.11,1892.1,85.88,1342.54,1940,26459944
4280,6.69,1351.99,0,73.48,302.8,2026.97,61.46,1408.64,1936,26799285
3815,6.69,1413.16,0.14,80.35,316.81,2118.68,34.31,1352.28,2018,27100968
3835,6.79,1422.31,0.2,82.3,313.86,2132.41,15.88,1344.47,2160,27372226
3740,6.44,1230.55,0.15,88.21,286.47,1844.9,80.48,1399.39,2408,27624213
3930,6.9,1646.39,0.05,76.72,357.88,2468.36,124.89,1759.31,2669,27866145
3980,6.87,1575.63,0.13,85.42,343.69,2362.26,44.2,1616.18,3107,28102056
4010,6.68,1504.75,0.15,100.56,337.64,2256,80,1573.61,3588,28333052
4030,7.31,1851.46,17.54,74.06,379.78,2775.8,146.5,1971.21,4227,28562317
4135,7.39,1995.1,47.91,93.16,404.61,2991.16,91.36,2035.7,4170,28792655
4085,7.28,1888.53,2.02,89.62,388.66,2831.37,94.66,1971.72,5055,29027674
4030,7.3,1750.51,0.64,101.23,359.61,2624.46,205.35,1924.76,5738,29264318
4150,7.79,2029.9,18.36,104.15,390.92,3043.33,253.14,2250.13,6400,29506788
4155,7.71,2034.97,29.87,105.03,395.03,3046.77,175.76,2172.29,6631,29773987
1764,3.89,81.48,65.42,50,31.41,122.16,,21.37,996,2818281
1723,4.11,85.37,40.09,45.42,31.15,128,,22.38,776,2821461
1684,3.96,91.32,57.29,45.83,34.54,136.92,,24.19,1405,2822117
1644,3.7,105.35,57.55,41.3,42.66,157.94,,33.82,1448,2824095
1604,3.95,123.75,89.52,29.55,46.92,185.54,0.02,33.63,1250,2830176
1564,4.14,144.42,97.96,47.31,52.33,216.52,0.02,35.1,1291,2841372
1524,4.02,152.26,111.62,41.47,56.84,228.28,,32.39,1440,2856958
1484,3.87,150.51,94.14,39.08,58.38,225.65,8,35.35,1708,2875728
1443,4.13,165.4,161.31,63.59,60.01,247.97,,36.53,2480,2895688
1403,4.27,191.8,138.48,57.66,67.35,287.56,,32.26,3811,2915389
1387,5.31,220.3,217.92,45.85,62.25,330.29,,32.62,4224,2934613
1370,6.03,279.4,230.96,44.16,69.45,418.88,,34.34,3431,2953852
1354,4.61,215.52,191.79,29.69,70.16,323.12,,33.97,1871,2973036
1338,4.31,226.62,148.62,39.61,78.77,339.76,,36.11,1768,2992246
1322,4.95,280.61,237.17,45.54,84.93,420.7,,37.97,1717,3011519
1308,4.78,262.94,273.46,40.88,82.4,394.22,,39.12,2120,3030649
1291,4.23,223.77,206.74,46.94,79.4,335.49,,35.82,2637,3049581
1275,4.71,253.86,258.04,54.12,80.84,380.59,,37.1,2712,3068705
1257,5.64,358.32,260.83,56.2,95.18,537.22,0,45.2,2843,3088595
1241,4.45,231.65,287.1,57.92,78.09,347.3,5.88,46.3,3289,3109601
1254,4.78,328.56,267.74,62.85,103.12,492.6,8.48,50.19,3941,3131660
1267,4.76,403.8,322.45,64.09,127.3,605.4,0.01,50.82,4502,3154464
1280,5.17,468.1,491.47,71.09,135.7,701.8,0.04,53.82,5213,3177745
1293,4.92,440.02,401.13,48.72,134.2,659.7,10.77,72.71,6015,3201151
1306,5.51,537.67,455.81,50.54,146.3,806.1,0.06,54.73,6602,3224281
1319,6.47,649.33,592.15,116.38,150.5,973.5,0.51,62.43,6975,3247381
1333,6.58,682.88,636.12,96.92,155.5,1023.8,1.01,65.7,7296,3270164
1347,5.09,576.39,650.41,96.51,169.9,864.16,0.32,70.85,7667,3291053
1361,6.38,885.92,681.82,77.51,208.09,1328.22,2.04,76.33,7193,3308012
1373,6.38,806.5,714.43,75.83,189.4,1209.14,0.03,75.42,6817,3319736
1377,6.7,687.14,784.29,84.36,153.68,1030.2,0.03,76.4,6238,3325473
1381,5.86,626.64,635.44,61.03,160.23,939.49,1.51,76.95,4073,3326040
1385,5.9,604.1,608.51,110.63,153.4,905.7,2.33,82,3615,3323668
